Installation,plot_ID,date,sample_ID,collection_method,tboid,tbo,Human,Wildlife,Domestic_Animals,Endosymbiont,Human_Endo,Human_Animal,Unknown,TICK HOST(S),"TICK HOSTS, DOD SERDP STUDY",Vertebrate_Host,Disease,DISEASE HOST
Blanding,F1,2017-06-23T00:00:00Z,BF1XWAN3,Whalen,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA,NA,"Amblyomma americanum, A. maculatum, Dermacentor variabilis, Ixodes scapularis, Rhipicephalus sanguineus",unknown,non-pathogenic,non-pathogenic
Blanding,F1,2017-06-23T00:00:00Z,BF1XWAN4,Whalen,tbo1,Ehrlichia muris subsp. eauclairensis,Yes,NA,NA,NA,NA,NA,NA,Ixodes scapularis,"Amblyomma americanum, A. maculatum, Dermacentor variabilis","cattle, dogs, med/large mammals, mice, sml mammals, ground-frequenting birds, skinks, lizards",ehrlichiosis,humans
Blanding,F1,2017-06-23T00:00:00Z,BF1XWAN4,Whalen,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA,NA,"Amblyomma americanum, A. maculatum, Dermacentor variabilis, Ixodes scapularis, Rhipicephalus sanguineus",unknown,non-pathogenic,non-pathogenic
Blanding,F1,2017-06-23T00:00:00Z,BF1XWAN5,Whalen,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA,Amblyomma americanum; A. cajennense; A. oblongoguttanum; A. ovale; Rhipicephalus microplus; R. sanguineus; Dermacentor nitens; A. maculatum; A. coelebs; A. neumanni; A. longirostre; A. geayi; A. auricularium,"Amblyomma americanum, A. maculatum, Dermacentor variabilis",mammals,"endosymbiont, may cause mild human rickettsiosis",perhaps human
Blanding,F1,2017-06-23T00:00:00Z,BF1XWAN5,Whalen,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA,NA,"Amblyomma americanum, A. maculatum, Dermacentor variabilis, Ixodes scapularis, Rhipicephalus sanguineus",unknown,non-pathogenic,non-pathogenic
Blanding,F1,2017-06-23T00:00:00Z,BF1XWAN6,Whalen,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA,NA,"Amblyomma americanum, A. maculatum, Dermacentor variabilis, Ixodes scapularis, Rhipicephalus sanguineus",unknown,non-pathogenic,non-pathogenic
Blanding,F1,2017-06-23T00:00:00Z,BF1XWAN7,Whalen,tbo1,Ehrlichia muris subsp. eauclairensis,Yes,NA,NA,NA,NA,NA,NA,Ixodes scapularis,"Amblyomma americanum, A. maculatum, Dermacentor variabilis","cattle, dogs, med/large mammals, mice, sml mammals, ground-frequenting birds, skinks, lizards",ehrlichiosis,humans
Blanding,F1,2017-06-23T00:00:00Z,BF1XWAN7,Whalen,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA,NA,"Amblyomma americanum, A. maculatum, Dermacentor variabilis, Ixodes scapularis, Rhipicephalus sanguineus",unknown,non-pathogenic,non-pathogenic
Blanding,F1,2017-06-23T00:00:00Z,BF1XWAN8,Whalen,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA,NA,"Amblyomma americanum, A. maculatum, Dermacentor variabilis, Ixodes scapularis, Rhipicephalus sanguineus",unknown,non-pathogenic,non-pathogenic
Blanding,F1,2017-06-23T00:00:00Z,BF1XWAN9,Whalen,tbo1,Ehrlichia muris subsp. eauclairensis,Yes,NA,NA,NA,NA,NA,NA,Ixodes scapularis,"Amblyomma americanum, A. maculatum, Dermacentor variabilis","cattle, dogs, med/large mammals, mice, sml mammals, ground-frequenting birds, skinks, lizards",ehrlichiosis,humans
Blanding,F1,2017-06-23T00:00:00Z,BF1XWAN9,Whalen,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA,Amblyomma americanum; A. cajennense; A. oblongoguttanum; A. ovale; Rhipicephalus microplus; R. sanguineus; Dermacentor nitens; A. maculatum; A. coelebs; A. neumanni; A. longirostre; A. geayi; A. auricularium,"Amblyomma americanum, A. maculatum, Dermacentor variabilis",mammals,"endosymbiont, may cause mild human rickettsiosis",perhaps human
Blanding,F1,2017-06-23T00:00:00Z,BF1XWAN9,Whalen,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA,NA,"Amblyomma americanum, A. maculatum, Dermacentor variabilis, Ixodes scapularis, Rhipicephalus sanguineus",unknown,non-pathogenic,non-pathogenic
Blanding,g1,2018-05-24T00:00:00Z,BG1BTAN1,trap,tbo1,Ehrlichia muris subsp. eauclairensis,Yes,NA,NA,NA,NA,NA,NA,Ixodes scapularis,"Amblyomma americanum, A. maculatum, Dermacentor variabilis","cattle, dogs, med/large mammals, mice, sml mammals, ground-frequenting birds, skinks, lizards",ehrlichiosis,humans
Blanding,g1,2018-05-24T00:00:00Z,BG1BTAN1,trap,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA,Amblyomma americanum; A. cajennense; A. oblongoguttanum; A. ovale; Rhipicephalus microplus; R. sanguineus; Dermacentor nitens; A. maculatum; A. coelebs; A. neumanni; A. longirostre; A. geayi; A. auricularium,"Amblyomma americanum, A. maculatum, Dermacentor variabilis",mammals,"endosymbiont, may cause mild human rickettsiosis",perhaps human
Blanding,g1,2018-05-24T00:00:00Z,BG1BTAN1,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA,NA,"Amblyomma americanum, A. maculatum, Dermacentor variabilis, Ixodes scapularis, Rhipicephalus sanguineus",unknown,non-pathogenic,non-pathogenic
Blanding,G1,2017-06-16T00:00:00Z,BG1CTAA1,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA,NA,"Amblyomma americanum, A. maculatum, Dermacentor variabilis, Ixodes scapularis, Rhipicephalus sanguineus",unknown,non-pathogenic,non-pathogenic
Blanding,G1,2017-06-24T00:00:00Z,BG1ETAA1,trap,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA,Amblyomma americanum; A. cajennense; A. oblongoguttanum; A. ovale; Rhipicephalus microplus; R. sanguineus; Dermacentor nitens; A. maculatum; A. coelebs; A. neumanni; A. longirostre; A. geayi; A. auricularium,"Amblyomma americanum, A. maculatum, Dermacentor variabilis",mammals,"endosymbiont, may cause mild human rickettsiosis",perhaps human
Blanding,G1,2017-06-24T00:00:00Z,BG1ETAA1,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA,NA,"Amblyomma americanum, A. maculatum, Dermacentor variabilis, Ixodes scapularis, Rhipicephalus sanguineus",unknown,non-pathogenic,non-pathogenic
Blanding,G1,2017-06-24T00:00:00Z,BG1ETAA2,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA,NA,"Amblyomma americanum, A. maculatum, Dermacentor variabilis, Ixodes scapularis, Rhipicephalus sanguineus",unknown,non-pathogenic,non-pathogenic
Blanding,G1,2017-06-24T00:00:00Z,BG1ETAA3,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA,NA,"Amblyomma americanum, A. maculatum, Dermacentor variabilis, Ixodes scapularis, Rhipicephalus sanguineus",unknown,non-pathogenic,non-pathogenic
Blanding,G1,2017-06-24T00:00:00Z,BG1ETAA4,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA,NA,"Amblyomma americanum, A. maculatum, Dermacentor variabilis, Ixodes scapularis, Rhipicephalus sanguineus",unknown,non-pathogenic,non-pathogenic
Blanding,g1,2018-05-24T00:00:00Z,BG1FTAA1,trap,tbo1,Theileria sp.,NA,NA,NA,NA,NA,NA,Yes,NA,"Amblyomma americanum, A. maculatum",unknown,theileriosis/unknown pathogenicity,unknown pathogenicity
Blanding,g1,2018-05-24T00:00:00Z,BG1FTAA1,trap,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA,Amblyomma americanum; A. cajennense; A. oblongoguttanum; A. ovale; Rhipicephalus microplus; R. sanguineus; Dermacentor nitens; A. maculatum; A. coelebs; A. neumanni; A. longirostre; A. geayi; A. auricularium,"Amblyomma americanum, A. maculatum, Dermacentor variabilis",mammals,"endosymbiont, may cause mild human rickettsiosis",perhaps human
Blanding,g1,2018-05-24T00:00:00Z,BG1FTAN1,trap,tbo1,Ehrlichia muris subsp. eauclairensis,Yes,NA,NA,NA,NA,NA,NA,Ixodes scapularis,"Amblyomma americanum, A. maculatum, Dermacentor variabilis","cattle, dogs, med/large mammals, mice, sml mammals, ground-frequenting birds, skinks, lizards",ehrlichiosis,humans
Blanding,g1,2018-05-24T00:00:00Z,BG1FTAN1,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA,NA,"Amblyomma americanum, A. maculatum, Dermacentor variabilis, Ixodes scapularis, Rhipicephalus sanguineus",unknown,non-pathogenic,non-pathogenic
Blanding,G1,2017-06-24T00:00:00Z,BG1NTAN1,trap,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA,Amblyomma americanum; A. cajennense; A. oblongoguttanum; A. ovale; Rhipicephalus microplus; R. sanguineus; Dermacentor nitens; A. maculatum; A. coelebs; A. neumanni; A. longirostre; A. geayi; A. auricularium,"Amblyomma americanum, A. maculatum, Dermacentor variabilis",mammals,"endosymbiont, may cause mild human rickettsiosis",perhaps human
Blanding,G1,2017-06-24T00:00:00Z,BG1NTAN1,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA,NA,"Amblyomma americanum, A. maculatum, Dermacentor variabilis, Ixodes scapularis, Rhipicephalus sanguineus",unknown,non-pathogenic,non-pathogenic
Blanding,G1,2017-06-16T00:00:00Z,BG1STMA1,trap,tbo1,Rickettsia parkeri,Yes,NA,Yes,NA,NA,Yes,NA,"Amblyomma maculatum, A. americanum, A. triste, A. tigrinum, Dermacentor variabilis","Amblyomma maculatum, Dermacentor variabilis",mammals,"R. parkeri rickettsiosis; mild, eschar-associated rickettsiosis (North America); no known disease in Central America; spotted fever (South America)","dogs, cattle, humans"
Blanding,G1,2017-06-16T00:00:00Z,BG1STMA1,trap,tbo7,Francisella-like endosymbiont,NA,NA,NA,Yes,NA,NA,NA,NA,"Amblyomma maculatum, Dermacentor variabilis",unknown,non-pathogenic,non-pathogenic
Blanding,G1,2017-06-16T00:00:00Z,BG1XWAA1,Whalen,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA,NA,"Amblyomma americanum, A. maculatum, Dermacentor variabilis, Ixodes scapularis, Rhipicephalus sanguineus",unknown,non-pathogenic,non-pathogenic
Blanding,G1,2017-06-16T00:00:00Z,BG1XWAA2,Whalen,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA,NA,"Amblyomma americanum, A. maculatum, Dermacentor variabilis, Ixodes scapularis, Rhipicephalus sanguineus",unknown,non-pathogenic,non-pathogenic
Blanding,G1,2017-06-16T00:00:00Z,BG1XWAA3,Whalen,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA,Amblyomma americanum; A. cajennense; A. oblongoguttanum; A. ovale; Rhipicephalus microplus; R. sanguineus; Dermacentor nitens; A. maculatum; A. coelebs; A. neumanni; A. longirostre; A. geayi; A. auricularium,"Amblyomma americanum, A. maculatum, Dermacentor variabilis",mammals,"endosymbiont, may cause mild human rickettsiosis",perhaps human
Blanding,G1,2017-06-16T00:00:00Z,BG1XWAA3,Whalen,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA,NA,"Amblyomma americanum, A. maculatum, Dermacentor variabilis, Ixodes scapularis, Rhipicephalus sanguineus",unknown,non-pathogenic,non-pathogenic
Blanding,G1,2017-06-16T00:00:00Z,BG1XWAA4,Whalen,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA,NA,"Amblyomma americanum, A. maculatum, Dermacentor variabilis, Ixodes scapularis, Rhipicephalus sanguineus",unknown,non-pathogenic,non-pathogenic
Blanding,G1,2017-06-16T00:00:00Z,BG1XWAA5,Whalen,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA,NA,"Amblyomma americanum, A. maculatum, Dermacentor variabilis, Ixodes scapularis, Rhipicephalus sanguineus",unknown,non-pathogenic,non-pathogenic
Blanding,G1,2017-06-16T00:00:00Z,BG1XWAN1,Whalen,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA,Amblyomma americanum; A. cajennense; A. oblongoguttanum; A. ovale; Rhipicephalus microplus; R. sanguineus; Dermacentor nitens; A. maculatum; A. coelebs; A. neumanni; A. longirostre; A. geayi; A. auricularium,"Amblyomma americanum, A. maculatum, Dermacentor variabilis",mammals,"endosymbiont, may cause mild human rickettsiosis",perhaps human
Blanding,G1,2017-06-16T00:00:00Z,BG1XWAN1,Whalen,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA,NA,"Amblyomma americanum, A. maculatum, Dermacentor variabilis, Ixodes scapularis, Rhipicephalus sanguineus",unknown,non-pathogenic,non-pathogenic
Blanding,h1,2018-05-24T00:00:00Z,BH1BTAA1,trap,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA,Amblyomma americanum; A. cajennense; A. oblongoguttanum; A. ovale; Rhipicephalus microplus; R. sanguineus; Dermacentor nitens; A. maculatum; A. coelebs; A. neumanni; A. longirostre; A. geayi; A. auricularium,"Amblyomma americanum, A. maculatum, Dermacentor variabilis",mammals,"endosymbiont, may cause mild human rickettsiosis",perhaps human
Blanding,h1,2018-05-24T00:00:00Z,BH1BTAA1,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA,NA,"Amblyomma americanum, A. maculatum, Dermacentor variabilis, Ixodes scapularis, Rhipicephalus sanguineus",unknown,non-pathogenic,non-pathogenic
Blanding,h1,2018-05-24T00:00:00Z,BH1BTAN1,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA,NA,"Amblyomma americanum, A. maculatum, Dermacentor variabilis, Ixodes scapularis, Rhipicephalus sanguineus",unknown,non-pathogenic,non-pathogenic
Blanding,H1,2017-06-24T00:00:00Z,BH1CRAA1,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA,NA,"Amblyomma americanum, A. maculatum, Dermacentor variabilis, Ixodes scapularis, Rhipicephalus sanguineus",unknown,non-pathogenic,non-pathogenic
Blanding,H1,2017-06-24T00:00:00Z,BH1CRAA2,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA,NA,"Amblyomma americanum, A. maculatum, Dermacentor variabilis, Ixodes scapularis, Rhipicephalus sanguineus",unknown,non-pathogenic,non-pathogenic
Blanding,H1,2017-06-24T00:00:00Z,BH1CRAA3,trap,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA,Amblyomma americanum; A. cajennense; A. oblongoguttanum; A. ovale; Rhipicephalus microplus; R. sanguineus; Dermacentor nitens; A. maculatum; A. coelebs; A. neumanni; A. longirostre; A. geayi; A. auricularium,"Amblyomma americanum, A. maculatum, Dermacentor variabilis",mammals,"endosymbiont, may cause mild human rickettsiosis",perhaps human
Blanding,H1,2017-06-24T00:00:00Z,BH1CRAA3,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA,NA,"Amblyomma americanum, A. maculatum, Dermacentor variabilis, Ixodes scapularis, Rhipicephalus sanguineus",unknown,non-pathogenic,non-pathogenic
Blanding,H1,2017-06-24T00:00:00Z,BH1CRAA5,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA,NA,"Amblyomma americanum, A. maculatum, Dermacentor variabilis, Ixodes scapularis, Rhipicephalus sanguineus",unknown,non-pathogenic,non-pathogenic
Blanding,H1,2017-06-24T00:00:00Z,BH1CRAA6,trap,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA,Amblyomma americanum; A. cajennense; A. oblongoguttanum; A. ovale; Rhipicephalus microplus; R. sanguineus; Dermacentor nitens; A. maculatum; A. coelebs; A. neumanni; A. longirostre; A. geayi; A. auricularium,"Amblyomma americanum, A. maculatum, Dermacentor variabilis",mammals,"endosymbiont, may cause mild human rickettsiosis",perhaps human
Blanding,H1,2017-06-24T00:00:00Z,BH1CRAA6,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA,NA,"Amblyomma americanum, A. maculatum, Dermacentor variabilis, Ixodes scapularis, Rhipicephalus sanguineus",unknown,non-pathogenic,non-pathogenic
Blanding,H1,2017-06-24T00:00:00Z,BH1CRAA7,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA,NA,"Amblyomma americanum, A. maculatum, Dermacentor variabilis, Ixodes scapularis, Rhipicephalus sanguineus",unknown,non-pathogenic,non-pathogenic
Blanding,H1,2017-06-24T00:00:00Z,BH1CRAA8,trap,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA,Amblyomma americanum; A. cajennense; A. oblongoguttanum; A. ovale; Rhipicephalus microplus; R. sanguineus; Dermacentor nitens; A. maculatum; A. coelebs; A. neumanni; A. longirostre; A. geayi; A. auricularium,"Amblyomma americanum, A. maculatum, Dermacentor variabilis",mammals,"endosymbiont, may cause mild human rickettsiosis",perhaps human
Blanding,H1,2017-06-24T00:00:00Z,BH1CRAA8,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA,NA,"Amblyomma americanum, A. maculatum, Dermacentor variabilis, Ixodes scapularis, Rhipicephalus sanguineus",unknown,non-pathogenic,non-pathogenic
Blanding,H1,2017-06-24T00:00:00Z,BH1CRAN01,trap,tbo1,Theileria cervi,NA,Yes,NA,NA,NA,NA,NA,Amblyomma americanum,"Amblyomma americanum, A. maculatum",deer,opportunistic theileriosis,deer & elk
Blanding,H1,2017-06-24T00:00:00Z,BH1CRAN01,trap,tbo2,Theileria sp.,NA,NA,NA,NA,NA,NA,Yes,NA,"Amblyomma americanum, A. maculatum",unknown,theileriosis/unknown pathogenicity,unknown pathogenicity
Blanding,H1,2017-06-24T00:00:00Z,BH1CRAN01,trap,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA,Amblyomma americanum; A. cajennense; A. oblongoguttanum; A. ovale; Rhipicephalus microplus; R. sanguineus; Dermacentor nitens; A. maculatum; A. coelebs; A. neumanni; A. longirostre; A. geayi; A. auricularium,"Amblyomma americanum, A. maculatum, Dermacentor variabilis",mammals,"endosymbiont, may cause mild human rickettsiosis",perhaps human
Blanding,H1,2017-06-24T00:00:00Z,BH1CRAN01,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA,NA,"Amblyomma americanum, A. maculatum, Dermacentor variabilis, Ixodes scapularis, Rhipicephalus sanguineus",unknown,non-pathogenic,non-pathogenic
Blanding,H1,2017-06-24T00:00:00Z,BH1CRAN02,trap,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA,Amblyomma americanum; A. cajennense; A. oblongoguttanum; A. ovale; Rhipicephalus microplus; R. sanguineus; Dermacentor nitens; A. maculatum; A. coelebs; A. neumanni; A. longirostre; A. geayi; A. auricularium,"Amblyomma americanum, A. maculatum, Dermacentor variabilis",mammals,"endosymbiont, may cause mild human rickettsiosis",perhaps human
Blanding,H1,2017-06-24T00:00:00Z,BH1CRAN02,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA,NA,"Amblyomma americanum, A. maculatum, Dermacentor variabilis, Ixodes scapularis, Rhipicephalus sanguineus",unknown,non-pathogenic,non-pathogenic
Blanding,H1,2017-06-24T00:00:00Z,BH1CRAN03,trap,tbo1,Ehrlichia muris subsp. eauclairensis,Yes,NA,NA,NA,NA,NA,NA,Ixodes scapularis,"Amblyomma americanum, A. maculatum, Dermacentor variabilis","cattle, dogs, med/large mammals, mice, sml mammals, ground-frequenting birds, skinks, lizards",ehrlichiosis,humans
Blanding,H1,2017-06-24T00:00:00Z,BH1CRAN03,trap,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA,Amblyomma americanum; A. cajennense; A. oblongoguttanum; A. ovale; Rhipicephalus microplus; R. sanguineus; Dermacentor nitens; A. maculatum; A. coelebs; A. neumanni; A. longirostre; A. geayi; A. auricularium,"Amblyomma americanum, A. maculatum, Dermacentor variabilis",mammals,"endosymbiont, may cause mild human rickettsiosis",perhaps human
Blanding,H1,2017-06-24T00:00:00Z,BH1CRAN03,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA,NA,"Amblyomma americanum, A. maculatum, Dermacentor variabilis, Ixodes scapularis, Rhipicephalus sanguineus",unknown,non-pathogenic,non-pathogenic
Blanding,H1,2017-06-24T00:00:00Z,BH1CRAN04,trap,tbo1,Theileria sp. Ree18,NA,Yes,NA,NA,NA,NA,NA,NA,"Amblyomma americanum, A. maculatum",deer,theileriosis,white-tailed deer
Blanding,H1,2017-06-24T00:00:00Z,BH1CRAN04,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA,NA,"Amblyomma americanum, A. maculatum, Dermacentor variabilis, Ixodes scapularis, Rhipicephalus sanguineus",unknown,non-pathogenic,non-pathogenic
Blanding,H1,2017-06-24T00:00:00Z,BH1CRAN05,trap,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA,Amblyomma americanum; A. cajennense; A. oblongoguttanum; A. ovale; Rhipicephalus microplus; R. sanguineus; Dermacentor nitens; A. maculatum; A. coelebs; A. neumanni; A. longirostre; A. geayi; A. auricularium,"Amblyomma americanum, A. maculatum, Dermacentor variabilis",mammals,"endosymbiont, may cause mild human rickettsiosis",perhaps human
Blanding,H1,2017-06-24T00:00:00Z,BH1CRAN05,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA,NA,"Amblyomma americanum, A. maculatum, Dermacentor variabilis, Ixodes scapularis, Rhipicephalus sanguineus",unknown,non-pathogenic,non-pathogenic
Blanding,H1,2017-06-24T00:00:00Z,BH1CRAN06,trap,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA,Amblyomma americanum; A. cajennense; A. oblongoguttanum; A. ovale; Rhipicephalus microplus; R. sanguineus; Dermacentor nitens; A. maculatum; A. coelebs; A. neumanni; A. longirostre; A. geayi; A. auricularium,"Amblyomma americanum, A. maculatum, Dermacentor variabilis",mammals,"endosymbiont, may cause mild human rickettsiosis",perhaps human
Blanding,H1,2017-06-24T00:00:00Z,BH1CRAN06,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA,NA,"Amblyomma americanum, A. maculatum, Dermacentor variabilis, Ixodes scapularis, Rhipicephalus sanguineus",unknown,non-pathogenic,non-pathogenic
Blanding,H1,2017-06-24T00:00:00Z,BH1CRAN07,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA,NA,"Amblyomma americanum, A. maculatum, Dermacentor variabilis, Ixodes scapularis, Rhipicephalus sanguineus",unknown,non-pathogenic,non-pathogenic
Blanding,H1,2017-06-24T00:00:00Z,BH1CRAN08,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA,NA,"Amblyomma americanum, A. maculatum, Dermacentor variabilis, Ixodes scapularis, Rhipicephalus sanguineus",unknown,non-pathogenic,non-pathogenic
Blanding,H1,2017-06-24T00:00:00Z,BH1CRAN09,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA,NA,"Amblyomma americanum, A. maculatum, Dermacentor variabilis, Ixodes scapularis, Rhipicephalus sanguineus",unknown,non-pathogenic,non-pathogenic
Blanding,H1,2017-06-24T00:00:00Z,BH1CRAN10,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA,NA,"Amblyomma americanum, A. maculatum, Dermacentor variabilis, Ixodes scapularis, Rhipicephalus sanguineus",unknown,non-pathogenic,non-pathogenic
Blanding,H1,2017-06-24T00:00:00Z,BH1CRAN11,trap,tbo1,Ehrlichia muris subsp. eauclairensis,Yes,NA,NA,NA,NA,NA,NA,Ixodes scapularis,"Amblyomma americanum, A. maculatum, Dermacentor variabilis","cattle, dogs, med/large mammals, mice, sml mammals, ground-frequenting birds, skinks, lizards",ehrlichiosis,humans
Blanding,H1,2017-06-24T00:00:00Z,BH1CRAN11,trap,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA,Amblyomma americanum; A. cajennense; A. oblongoguttanum; A. ovale; Rhipicephalus microplus; R. sanguineus; Dermacentor nitens; A. maculatum; A. coelebs; A. neumanni; A. longirostre; A. geayi; A. auricularium,"Amblyomma americanum, A. maculatum, Dermacentor variabilis",mammals,"endosymbiont, may cause mild human rickettsiosis",perhaps human
